0.3340	1.620473683103         0.000000e+00
0.3541	1.615101260194         0.000000e+00
0.3742	1.610672169923         0.000000e+00
0.3943	1.606969751146         0.000000e+00
0.4144	1.603837249933         0.000000e+00
0.4346	1.601158651225         0.000000e+00
0.4547	1.598846403221         0.000000e+00
0.4748	1.596833307587         0.000000e+00
0.4949	1.595067016668         0.000000e+00
0.5150	1.593506211855         0.000000e+00
0.5351	1.592117894761         0.000000e+00
0.5552	1.590875432117         0.000000e+00
0.5753	1.589757121703         0.000000e+00
0.5954	1.588745125052         0.000000e+00
0.6156	1.587824662629         0.000000e+00
0.6357	1.586983399643         0.000000e+00
0.6558	1.586210972186         0.000000e+00
0.6759	1.585498617963         0.000000e+00
0.6960	1.584838885857         0.000000e+00
0.7161	1.584225405542         0.000000e+00
0.7362	1.583652703267         0.000000e+00
0.7563	1.583116053485         0.000000e+00
0.7764	1.582611358514         0.000000e+00
0.7966	1.582135050304         0.000000e+00
0.8167	1.581684009777         0.000000e+00
0.8368	1.581255500202         0.000000e+00
0.8569	1.580847111885         0.000000e+00
0.8770	1.580456716007         0.000000e+00
0.8971	1.580082425919         0.000000e+00
0.9172	1.579722564546         0.000000e+00
0.9373	1.579375636811         0.000000e+00
0.9574	1.579040306217         0.000000e+00
0.9776	1.578715374875         0.000000e+00
0.9977	1.578399766424         0.000000e+00
1.0178	1.578092511348         0.000000e+00
1.0379	1.577792734340         0.000000e+00
1.0580	1.577499643368         0.000000e+00
1.0781	1.577212520203         0.000000e+00
1.0982	1.576930712175         0.000000e+00
1.1183	1.576653624985         0.000000e+00
1.1384	1.576380716427         0.000000e+00
1.1586	1.576111490874         0.000000e+00
1.1787	1.575845494440         0.000000e+00
1.1988	1.575582310711         0.000000e+00
1.2189	1.575321556981         0.000000e+00
1.2390	1.575062880917         0.000000e+00
1.2591	1.574805957604         0.000000e+00
1.2792	1.574550486915         0.000000e+00
1.2993	1.574296191176         0.000000e+00
1.3194	1.574042813072         0.000000e+00
1.3396	1.573790113785         0.000000e+00
1.3597	1.573537871320         0.000000e+00
1.3798	1.573285879009         0.000000e+00
1.3999	1.573033944159         0.000000e+00
1.4200	1.572781886841         0.000000e+00
1.4401	1.572529538797         0.000000e+00
1.4602	1.572276742453         0.000000e+00
1.4803	1.572023350021         0.000000e+00
1.5004	1.571769222698         0.000000e+00
1.5206	1.571514229924         0.000000e+00
1.5407	1.571258248722         0.000000e+00
1.5608	1.571001163088         0.000000e+00
1.5809	1.570742863441         0.000000e+00
1.6010	1.570483246118         0.000000e+00
1.6211	1.570222212915         0.000000e+00
1.6412	1.569959670669         0.000000e+00
1.6613	1.569695530869         0.000000e+00
1.6814	1.569429709307         0.000000e+00
1.7016	1.569162125752         0.000000e+00
1.7217	1.568892703657         0.000000e+00
1.7418	1.568621369881         0.000000e+00
1.7619	1.568348054441         0.000000e+00
1.7820	1.568072690279         0.000000e+00
1.8021	1.567795213048         0.000000e+00
1.8222	1.567515560917         0.000000e+00
1.8423	1.567233674383         0.000000e+00
1.8624	1.566949496108         0.000000e+00
1.8826	1.566662970761         0.000000e+00
1.9027	1.566374044871         0.000000e+00
1.9228	1.566082666693         0.000000e+00
1.9429	1.565788786086         0.000000e+00
1.9630	1.565492354391         0.000000e+00
1.9831	1.565193324328         0.000000e+00
2.0032	1.564891649893         0.000000e+00
2.0233	1.564587286264         0.000000e+00
2.0434	1.564280189712         0.000000e+00
2.0636	1.563970317522         0.000000e+00
2.0837	1.563657627911         0.000000e+00
2.1038	1.563342079963         0.000000e+00
2.1239	1.563023633556         0.000000e+00
2.1440	1.562702249301         0.000000e+00
2.1641	1.562377888482         0.000000e+00
2.1842	1.562050513003         0.000000e+00
2.2043	1.561720085330         0.000000e+00
2.2244	1.561386568446         0.000000e+00
2.2446	1.561049925804         0.000000e+00
2.2647	1.560710121281         0.000000e+00
2.2848	1.560367119138         0.000000e+00
2.3049	1.560020883980         0.000000e+00
2.3250	1.559671380719         0.000000e+00
