#Glass materials Database#Name: Glass name
#LambdaMin, LambdaMax: wavelength range (um)
#K1,L1,K2,L2,K3,L3: Sellmeier1 coeficients.
#Name                       LambdaMin	LambdaMax		K1		L1		K2		L2	      K3               L3			
N-FK5                      0.260000	2.500000	8.443093380E-01	4.751119550E-03	3.441478240E-01	1.498148490E-02	9.107902130E-01	9.786002930E+01
N-FK51A                    0.290000	2.500000	9.712478170E-01	4.723019950E-03	2.169014170E-01	1.535756120E-02	9.046516660E-01	1.686813300E+02
N-FK58                     0.260000	2.500000	7.380427120E-01	3.390656070E-03	3.633719670E-01	1.175511890E-02	9.892962640E-01	2.128421450E+02
N-K5                       0.310000	2.500000	1.085118330E+00	6.610995030E-03	1.995620050E-01	2.411086600E-02	9.305116630E-01	1.119827770E+02
N-KF9                      0.350000	2.500000	1.192867780E+00	8.391546960E-03	8.933465710E-02	4.040107860E-02	9.208198050E-01	1.125724460E+02
N-KZFS11                   0.310000	2.500000	1.332224500E+00	8.402984800E-03	2.892416100E-01	3.442397200E-02	1.151617340E+00	8.843105320E+01
N-KZFS2                    0.310000	2.500000	1.236975540E+00	7.471705050E-03	1.535693760E-01	3.080535560E-02	9.039762720E-01	7.017310840E+01
N-KZFS4                    0.334000	2.500000	1.350554240E+00	8.762820700E-03	1.975755060E-01	3.717672010E-02	1.099629920E+00	9.038669940E+01
N-KZFS5                    0.334000	2.500000	1.474607890E+00	9.861438160E-03	1.935844880E-01	4.454775830E-02	1.265899740E+00	1.064362580E+02
N-KZFS8                    0.334000	2.500000	1.626936510E+00	1.088086300E-02	2.436987600E-01	4.942077530E-02	1.620071410E+00	1.310091630E+02
N-LAF2                     0.350000	2.500000	1.809842270E+00	1.017116220E-02	1.572955500E-01	4.424317650E-02	1.093003700E+00	1.006877480E+02
N-LAF21                    0.334000	2.500000	1.871345290E+00	9.333222800E-03	2.507830100E-01	3.456377620E-02	1.220486390E+00	8.324048660E+01
N-LAF33                    0.320000	2.500000	1.796534170E+00	9.273134930E-03	3.115779030E-01	3.582011810E-02	1.159818630E+00	8.734487120E+01
N-LAF34                    0.310000	2.500000	1.758369580E+00	8.728100260E-03	3.135377850E-01	2.930208320E-02	1.189252310E+00	8.517806440E+01
N-LAF35                    0.310000	2.500000	1.516974360E+00	7.509432030E-03	4.558754640E-01	2.600467150E-02	1.074692420E+00	8.059451590E+01
N-LAF7                     0.365000	2.500000	1.740287640E+00	1.079255800E-02	2.267105540E-01	5.386266390E-02	1.325255480E+00	1.062686650E+02
N-LAK10                    0.350000	2.500000	1.728780170E+00	8.860146350E-03	1.692578250E-01	3.634165090E-02	1.193869560E+00	8.290090690E+01
N-LAK12                    0.320000	2.500000	1.173657040E+00	5.770317970E-03	5.889923980E-01	2.004016780E-02	9.780143940E-01	9.548734820E+01
N-LAK14                    0.310000	2.500000	1.507812120E+00	7.460987270E-03	3.188668290E-01	2.420248340E-02	1.142872130E+00	8.095651650E+01
N-LAK21                    0.320000	2.500000	1.227181160E+00	6.020756820E-03	4.207837430E-01	1.968628890E-02	1.012848430E+00	8.843700990E+01
N-LAK22                    0.280000	2.500000	1.142297810E+00	5.857785940E-03	5.351384410E-01	1.985461470E-02	1.040883850E+00	1.008340170E+02
N-LAK28                    0.350000	2.325000	1.504419860E+00	7.196655920E-03	4.741205610E-01	2.491432270E-02	1.177843540E+00	8.314432100E+01
N-LAK33B                   0.300000	2.500000	1.422886010E+00	6.702834520E-03	5.936613360E-01	2.194162100E-02	1.161352600E+00	8.074077010E+01
N-LAK34                    0.290000	2.500000	1.266614420E+00	5.892780620E-03	6.659193180E-01	1.975090410E-02	1.124961200E+00	7.888941740E+01
N-LAK7                     0.300000	2.500000	1.236798890E+00	6.101055380E-03	4.450518370E-01	2.013883340E-02	1.017458880E+00	9.063803800E+01
N-LAK8                     0.310000	2.500000	1.331831670E+00	6.200238710E-03	5.466232060E-01	2.164654390E-02	1.190840150E+00	8.258277360E+01
N-LAK9                     0.320000	2.500000	1.462319050E+00	7.242701560E-03	3.443995890E-01	2.433531310E-02	1.155083720E+00	8.546868680E+01
N-LASF31A                  0.334000	2.500000	1.964850750E+00	9.820601550E-03	4.752312590E-01	3.447134380E-02	1.483601090E+00	1.107398630E+02
N-LASF40                   0.365000	2.500000	1.985503310E+00	1.095833100E-02	2.740570420E-01	4.745516030E-02	1.289456610E+00	9.690852860E+01
